age,nationality,gender,family_size,emirate,employment_status,years_of_experience,current_position,monthly_income,monthly_expenses,net_monthly_income,total_assets,total_liabilities,net_worth,credit_score,dti_ratio,is_eligible,eligibility_score
38,Syria,Male,3,Fujairah,employed,6,Teacher,2000.0,1807.05,192.95000000000005,3408.12,8128.13,-4720.01,509,20.32,0,75
22,Egypt,Female,5,Abu Dhabi,part_time,0,Unemployed,2111.35,2945.57,-834.2200000000003,5088.56,9963.97,-4875.41,549,23.6,1,92
39,Pakistan,Female,4,Ajman,self_employed,11,Business Owner,2163.51,2423.32,-259.80999999999995,10580.35,4872.77,5707.57,607,11.26,1,75
26,Philippines,Female,3,Ajman,self_employed,3,Business Owner,2981.85,3289.65,-307.8000000000002,6415.04,11921.28,-5506.24,617,19.99,1,80
43,Syria,Male,2,Ras Al Khaimah,part_time,12,Unemployed,2874.21,2786.65,87.55999999999995,7111.53,82.12,7029.41,506,0.14,1,72
31,Pakistan,Male,2,Ajman,self_employed,4,Business Owner,10637.86,2563.2,8074.660000000001,43124.37,31433.07,11691.31,687,14.77,0,15
23,India,Female,1,Ajman,self_employed,2,Business Owner,3472.16,1884.22,1587.9399999999998,35164.53,18267.51,16897.02,564,26.31,0,40
63,Jordan,Male,4,Umm Al Quwain,employed,27,Engineer,6936.66,3188.47,3748.19,51114.35,14581.59,36532.76,624,10.51,0,25
48,Jordan,Male,4,Umm Al Quwain,employed,22,Warehouse Worker,8151.57,4021.85,4129.719999999999,80476.71,8475.36,72001.35,750,5.2,0,10
27,India,Male,1,Fujairah,unemployed,1,Unemployed,792.84,2286.91,-1494.0699999999997,14626.31,4645.79,9980.51,478,29.3,1,75
29,UAE,Male,2,Ras Al Khaimah,unemployed,4,Unemployed,870.02,2454.16,-1584.1399999999999,2470.96,8596.63,-6125.66,503,49.4,1,88
59,Pakistan,Male,4,Dubai,employed,28,Security Guard,10663.5,2390.39,8273.11,75395.91,35377.68,40018.23,714,16.59,0,15
25,Philippines,Male,2,Ajman,part_time,3,Unemployed,3686.87,2908.08,778.79,33178.27,30218.57,2959.7,597,40.98,1,65
60,Philippines,Female,4,Fujairah,employed,21,Nurse,3529.26,2362.41,1166.8500000000004,8729.29,13767.15,-5037.86,514,19.5,1,60
49,Pakistan,Female,6,Umm Al Quwain,employed,15,Warehouse Worker,5334.31,2966.45,2367.8600000000006,50586.37,39532.51,11053.86,698,37.05,0,35
52,Philippines,Female,4,Ras Al Khaimah,unemployed,8,Unemployed,426.32,2800.78,-2374.46,4747.03,15479.9,-10732.87,429,181.55,0,95
52,Philippines,Male,1,Sharjah,unemployed,3,Unemployed,807.54,1810.42,-1002.8800000000001,820.71,10709.41,-9888.7,521,66.31,1,85
46,Egypt,Male,3,Sharjah,unemployed,5,Unemployed,482.23,2736.58,-2254.35,14628.67,19315.41,-4686.74,469,200.27,1,95
23,Syria,Female,1,Ajman,self_employed,4,Business Owner,4775.99,2011.31,2764.68,19175.04,18630.89,544.15,640,19.5,0,35
36,Philippines,Male,3,Dubai,employed,7,Engineer,3967.12,3483.29,483.8299999999999,17716.29,7805.76,9910.53,665,9.84,1,60
32,Philippines,Female,2,Umm Al Quwain,self_employed,4,Business Owner,9612.85,2387.03,7225.82,113495.96,45988.28,67507.68,809,23.92,0,5
52,India,Male,3,Ajman,unemployed,3,Unemployed,507.51,2522.25,-2014.74,12826.18,8638.37,4187.81,502,85.11,1,90
38,Philippines,Male,4,Ras Al Khaimah,self_employed,19,Business Owner,2252.22,2786.71,-534.4900000000002,9419.38,5503.8,3915.58,503,12.22,1,75
32,UAE,Male,3,Dubai,self_employed,10,Business Owner,4939.97,3371.09,1568.88,33509.78,10485.53,23024.25,522,10.61,0,50
34,Syria,Female,2,Ajman,self_employed,2,Business Owner,9514.94,2936.97,6577.970000000001,85399.44,9560.3,75839.14,784,5.02,0,5
53,Philippines,Female,2,Umm Al Quwain,unemployed,7,Unemployed,284.91,2217.43,-1932.5199999999998,2709.55,9712.61,-7003.06,521,170.45,1,90
49,Pakistan,Female,1,Dubai,employed,0,Technician,2429.21,1758.58,670.6300000000001,14147.94,18634.63,-4486.69,437,38.36,1,65
33,Pakistan,Male,2,Ajman,unemployed,2,Unemployed,509.99,2190.87,-1680.8799999999999,13511.4,18600.11,-5088.71,638,182.36,1,90
35,India,Male,3,Dubai,self_employed,6,Business Owner,3451.27,2007.73,1443.54,33053.88,19940.5,13113.38,524,28.89,0,50
40,Pakistan,Female,5,Ajman,employed,7,Teacher,3019.18,3944.09,-924.9100000000003,14187.86,1046.94,13140.92,644,1.73,1,65
35,India,Female,5,Sharjah,unemployed,13,Unemployed,903.34,2567.26,-1663.92,873.26,18540.08,-17666.82,452,102.62,1,100
32,Egypt,Male,4,Abu Dhabi,part_time,3,Unemployed,3777.09,3392.23,384.8600000000001,19418.13,18688.22,729.91,590,24.74,1,67
42,Jordan,Male,5,Abu Dhabi,self_employed,4,Business Owner,9142.57,3974.83,5167.74,69690.85,20498.54,49192.31,747,11.21,0,20
47,Syria,Male,2,Dubai,self_employed,13,Business Owner,8650.68,1738.39,6912.29,26949.63,17262.14,9687.5,576,9.98,0,20
49,UAE,Male,4,Umm Al Quwain,part_time,9,Unemployed,3392.97,2741.86,651.1099999999997,25754.39,20205.87,5548.52,611,29.78,1,67
41,Syria,Male,1,Sharjah,part_time,0,Unemployed,3408.24,1363.8,2044.4399999999998,13003.48,17649.9,-4646.43,611,25.89,0,47
37,Pakistan,Female,4,Umm Al Quwain,part_time,10,Unemployed,2616.93,2114.9,502.02999999999975,12290.97,7196.5,5094.48,607,13.75,1,77
64,Philippines,Female,3,Ras Al Khaimah,part_time,5,Unemployed,2499.3,3516.67,-1017.3699999999999,9631.65,5963.01,3668.65,422,11.93,1,82
35,Egypt,Male,5,Ras Al Khaimah,part_time,12,Unemployed,3151.17,3529.96,-378.78999999999996,11962.54,12033.73,-71.19,673,19.09,1,82
32,UAE,Female,2,Umm Al Quwain,part_time,13,Unemployed,3569.81,2656.86,912.9499999999998,6358.45,3882.58,2475.88,519,5.44,1,62
54,Egypt,Female,5,Sharjah,employed,13,Engineer,5067.0,4505.78,561.2200000000003,12819.69,16096.66,-3276.96,675,15.88,1,60
36,Jordan,Male,2,Ras Al Khaimah,employed,2,Manager,2000.0,1625.07,374.93000000000006,13927.62,11594.74,2332.87,504,28.99,1,65
39,UAE,Female,5,Sharjah,self_employed,17,Business Owner,12670.92,2967.22,9703.7,105975.52,26559.89,79415.63,832,10.48,0,15
28,Egypt,Female,4,Ras Al Khaimah,unemployed,7,Unemployed,376.81,3220.46,-2843.65,3.62,4824.89,-4821.27,419,64.02,1,95
58,India,Female,2,Abu Dhabi,unemployed,9,Unemployed,166.76,2409.99,-2243.2299999999996,10636.91,421.16,10215.75,543,12.63,1,75
30,Pakistan,Female,5,Sharjah,self_employed,11,Business Owner,6633.26,4194.36,2438.9000000000005,48548.34,29137.39,19410.95,650,21.96,0,35
30,Pakistan,Male,4,Fujairah,unemployed,6,Unemployed,493.34,2184.15,-1690.8100000000002,14764.83,7669.62,7095.21,563,77.73,1,90
62,Egypt,Male,2,Ras Al Khaimah,self_employed,9,Business Owner,7904.79,2795.15,5109.639999999999,74187.28,59824.42,14362.85,662,37.84,0,25
41,Pakistan,Female,2,Fujairah,unemployed,4,Unemployed,394.81,2469.07,-2074.26,2259.16,18652.96,-16393.8,488,236.23,1,90
56,Egypt,Female,4,Abu Dhabi,employed,16,Office Assistant,5469.99,3039.9,2430.0899999999997,68060.02,21647.36,46412.66,746,19.79,0,25
44,Syria,Female,2,Ras Al Khaimah,part_time,13,Unemployed,1799.37,2703.98,-904.6100000000001,3704.48,17992.25,-14287.77,585,50.0,1,85
46,Syria,Male,5,Abu Dhabi,part_time,9,Unemployed,2209.36,3447.8,-1238.44,9506.95,9001.04,505.92,542,20.37,1,87
40,UAE,Male,2,Fujairah,self_employed,2,Business Owner,4012.95,1774.38,2238.5699999999997,17776.66,8648.74,9127.92,567,10.78,0,40
35,UAE,Female,1,Sharjah,self_employed,10,Business Owner,12472.91,1269.93,11202.98,139751.16,53092.94,86658.22,789,21.28,0,0
